taxonomy [%],,taxa [%],GSP T0,So-Sp T0,Sp T0,So T0
Bacteria;Actinobacteriota;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces scabiei,Actinobacteriota,Streptomyces scabiei,0.012151037,0.025056377,0,0.023983691
Bacteria;Actinobacteriota;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces seoulensis,Actinobacteriota,Streptomyces seoulensis,0.002430207,0,0.018129549,0
Bacteria;Actinobacteriota;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces sp.,Actinobacteriota,Streptomyces sp.,0.176190042,0.626409421,0.145036389,0.293800216
Bacteria;Actinobacteriota;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces sulfonofaciens,Actinobacteriota,Streptomyces sulfonofaciens,0.001822656,0,0,0
Bacteria;Actinobacteriota;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces thermocarboxydus,Actinobacteriota,Streptomyces thermocarboxydus,0.161608797,0.501127537,0.059568517,0
Bacteria;Actinobacteriota;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces thermoviolaceus,Actinobacteriota,Streptomyces thermoviolaceus,0.027339834,0.075169131,0.02330942,0.041971459
Bacteria;Actinobacteriota;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces tremellae,Actinobacteriota,Streptomyces tremellae,0.027947386,0,0,0.023983691
Bacteria;Actinobacteriota;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces violascens,Actinobacteriota,Streptomyces violascens,0.003037759,0,0,0
Bacteria;Actinobacteriota;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces yanglinensis,Actinobacteriota,Streptomyces yanglinensis,0,0.112753696,0.025899355,0
Bacteria;Actinobacteriota;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces zaomyceticus,Actinobacteriota,Streptomyces zaomyceticus,0.007290622,0,0,0.119918455
Bacteria;Actinobacteriota;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;Yinghuangia aomiensis,Actinobacteriota,Yinghuangia aomiensis,0.071691121,0,0,0
Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales;Nocardiopsaceae;Nocardiopsis;Nocardiopsis dassonvillei,Actinobacteriota,Nocardiopsis dassonvillei,0.003645311,0.025056377,0,0
Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales;Nocardiopsaceae;Thermobifida;Thermobifida fusca,Actinobacteriota,Thermobifida fusca,0.006683071,0,0,0
Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales;Streptosporangiaceae;Acrocarpospora;Acrocarpospora sp.,Actinobacteriota,Acrocarpospora sp.,0.003037759,0,0,0
Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales;Streptosporangiaceae;Microbispora;Microbispora corallina,Actinobacteriota,Microbispora corallina,0.001822656,0,0,0
Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales;Streptosporangiaceae;Microbispora;Microbispora rosea,Actinobacteriota,Microbispora rosea,0,0,0.007769807,0
Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales;Streptosporangiaceae;Nonomuraea;Nonomuraea kuesteri,Actinobacteriota,Nonomuraea kuesteri,0.017619004,0.438486595,0.02330942,0
Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales;Streptosporangiaceae;Nonomuraea;Nonomuraea rhodomycinica,Actinobacteriota,Nonomuraea rhodomycinica,0,0.018792283,0,0
Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales;Streptosporangiaceae;Nonomuraea;Nonomuraea sp.,Actinobacteriota,Nonomuraea sp.,0.003645311,0,0.012949678,0.041971459
Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales;Streptosporangiaceae;Planotetraspora;Planotetraspora sp.,Actinobacteriota,Planotetraspora sp.,0.006075519,0,0.028489291,0.023983691
Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales;Streptosporangiaceae;Sphaerisporangium;Sphaerisporangium sp.,Actinobacteriota,Sphaerisporangium sp.,0.002430207,0,0,0
Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales;Streptosporangiaceae;Streptosporangium;Streptosporangium roseum,Actinobacteriota,Streptosporangium roseum,0.079589295,0.175394638,0.044028904,0.053963305
Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales;Streptosporangiaceae;Thermocatellispora;Thermocatellispora sp.,Actinobacteriota,Thermocatellispora sp.,0.001822656,0,0,0
Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales;Streptosporangiaceae;Thermopolyspora;Thermopolyspora flexuosa,Actinobacteriota,Thermopolyspora flexuosa,0.017011452,0,0.015539613,0
Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales;Streptosporangiales Incertae Sedis;Motilibacter;Motilibacter sp.,Actinobacteriota,Motilibacter sp.,0.059540083,0.068905036,0,0.125914378
Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales;Thermomonosporaceae;Actinoallomurus;Actinoallomurus bryophytorum,Actinobacteriota,Actinoallomurus bryophytorum,0.002430207,0,0,0
Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales;Thermomonosporaceae;Actinoallomurus;Actinoallomurus oryzae,Actinobacteriota,Actinoallomurus oryzae,0,0,0.010359742,0
Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales;Thermomonosporaceae;Actinocorallia;Actinocorallia libanotica,Actinobacteriota,Actinocorallia libanotica,0.001822656,0.093961413,0,0
Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales;Thermomonosporaceae;Actinomadura;Actinomadura alba,Actinobacteriota,Actinomadura alba,0.003037759,0,0,0
Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales;Thermomonosporaceae;Actinomadura;Actinomadura rubrobrunea,Actinobacteriota,Actinomadura rubrobrunea,0.006683071,0,0.007769807,0
Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales;Thermomonosporaceae;Actinomadura;Thermomonospora umbrina,Actinobacteriota,Thermomonospora umbrina,0.003037759,0,0.012949678,0
Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales;Thermomonosporaceae;Thermobispora;Thermobispora bispora,Actinobacteriota,Thermobispora bispora,0.0164039,0.050112754,0,0
Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales;Thermomonosporaceae;Thermomonospora;Thermomonospora curvata,Actinobacteriota,Thermomonospora curvata,0.007290622,0,0.012949678,0
Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales;Thermomonosporaceae;Thermomonospora;Thermomonospora sp.,Actinobacteriota,Thermomonospora sp.,0.010328382,0,0.020719484,0
Bacteria;Actinobacteriota;Rubrobacteria;Rubrobacterales;Rubrobacteriaceae;Rubrobacter;Rubrobacter sp.,Actinobacteriota,Rubrobacter sp.,0.047996598,0.056376848,0.072518194,0.095934764
Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;Gaiellaceae;Gaiella;Gaiella sp.,Actinobacteriota,Gaiella sp.,0.718733862,1.133801052,2.732381964,1.726825758
Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Conexibacter;Conexibacter arvalis,Actinobacteriota,Conexibacter arvalis,0.013973693,0,0,0
Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Conexibacter;Conexibacter sp.,Actinobacteriota,Conexibacter sp.,0.405237097,0.313204711,0.549066328,0.581604509
Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Conexibacter;Conexibacter woesei,Actinobacteriota,Conexibacter woesei,0.014581245,0.050112754,0.018129549,0.041971459
Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Parviterribacter;Parviterribacter kavangonensis,Actinobacteriota,Parviterribacter kavangonensis,0.021264315,0,0.020719484,0.035975537
Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Parviterribacter;Parviterribacter multiflagellatus,Actinobacteriota,Parviterribacter multiflagellatus,0.011543486,0,0,0
Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Parviterribacter;Parviterribacter sp.,Actinobacteriota,Parviterribacter sp.,0.506698259,0.319468805,0.279713035,0.209857297
Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Patulibacter;Patulibacter americanus,Actinobacteriota,Patulibacter americanus,0.003037759,0,0,0
Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Solirubrobacter;Solirubrobacter soli,Actinobacteriota,Solirubrobacter soli,0.729062244,0.789275871,0.644893942,0.911380261
Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Solirubrobacter;Solirubrobacter sp.,Actinobacteriota,Solirubrobacter sp.,1.817795194,2.02330243,1.44777395,2.218491426
Bacteria;Armatimonadota;Chthonomonadetes;Chthonomonadales;Chthonomonadaceae;Chthonomonas;Chthonomonas sp.,Armatimonadota,Chthonomonas sp.,0,0,0.059568517,0
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Arachidicoccus;Arachidicoccus ginsenosidivorans,Bacteroidota,Arachidicoccus ginsenosidivorans,0.003037759,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Aurantisolimonas;Aurantisolimonas sp.,Bacteroidota,Aurantisolimonas sp.,0.117865063,0.068905036,0.088057807,0.029979614
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Chitinophaga;Chitinophaga sp.,Bacteroidota,Chitinophaga sp.,0.023694523,0.131545978,0.196835099,0.10792661
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Cnuella;Cnuella sp.,Bacteroidota,Cnuella sp.,0.013973693,0.056376848,0,0
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Dinghuibacter;Dinghuibacter sp.,Bacteroidota,Dinghuibacter sp.,0.011543486,0,0.05179871,0.047967382
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Edaphobaculum;Edaphobaculum flavum,Bacteroidota,Edaphobaculum flavum,0.005467967,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Edaphobaculum;Edaphobaculum sp.,Bacteroidota,Edaphobaculum sp.,1.025547556,0.131545978,0.059568517,0.131910301
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Ferruginibacter;Ferruginibacter sp.,Bacteroidota,Ferruginibacter sp.,0.372429296,0.225507392,0.10359742,0.029979614
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Flaviaesturariibacter;Flaviaesturariibacter luteus,Bacteroidota,Flaviaesturariibacter luteus,0.017619004,0,0.010359742,0
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Flaviaesturariibacter;Flaviaesturariibacter sp.,Bacteroidota,Flaviaesturariibacter sp.,0.049211701,0.062640942,0.007769807,0
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Flavihumibacter;Flavihumibacter petaseus,Bacteroidota,Flavihumibacter petaseus,0.001822656,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Flavihumibacter;Flavihumibacter solisilvae,Bacteroidota,Flavihumibacter solisilvae,0,0,0.007769807,0
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Flavisolibacter;Flavisolibacter ginsengisoli,Bacteroidota,Flavisolibacter ginsengisoli,0.062577843,0.100225507,0,0
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Flavisolibacter;Flavisolibacter metallilatus,Bacteroidota,Flavisolibacter metallilatus,0.069260913,0.087697319,0,0
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Flavisolibacter;Flavisolibacter sp.,Bacteroidota,Flavisolibacter sp.,0.796500501,0.864445001,0.186475357,0.227845065
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Flavisolibacter;Flavisolibacter tropicus,Bacteroidota,Flavisolibacter tropicus,0.020049212,0.175394638,0,0
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Flavitalea;Flavitalea gansuensis,Bacteroidota,Flavitalea gansuensis,0.051034357,0.037584565,0.082877936,0.017987768
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Flavitalea;Flavitalea sp.,Bacteroidota,Flavitalea sp.,0.143989793,0.131545978,0.069928259,0.095934764
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Lacibacter;Lacibacter sp.,Bacteroidota,Lacibacter sp.,0.002430207,0,0.018129549,0
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Niabella;Niabella ginsengisoli,Bacteroidota,Niabella ginsengisoli,0.011543486,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Niastella;Niastella hibisci,Bacteroidota,Niastella hibisci,0,0,0.012949678,0
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Niastella;Niastella koreensis,Bacteroidota,Niastella koreensis,0.003645311,0,0.010359742,0
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Niastella;Niastella sp.,Bacteroidota,Niastella sp.,0.111789544,0.275620145,0.124316905,0.131910301
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Parafilimonas;Parafilimonas sp.,Bacteroidota,Parafilimonas sp.,0.182265561,0,0.067338323,0
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Parafilimonas;Parafilimonas terrae,Bacteroidota,Parafilimonas terrae,0.015796349,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Parasegetibacter;Parasegetibacter luojiensis,Bacteroidota,Parasegetibacter luojiensis,0,0.056376848,0.007769807,0
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Parasegetibacter;Parasegetibacter sp.,Bacteroidota,Parasegetibacter sp.,0.021871867,0.050112754,0.072518194,0
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Parasegetibacter;Parasegetibacter terrae,Bacteroidota,Parasegetibacter terrae,0.004860415,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Pseudoflavitalea;Pseudoflavitalea sp.,Bacteroidota,Pseudoflavitalea sp.,0.003037759,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Puia;Puia sp.,Bacteroidota,Puia sp.,0.181050457,0.031320471,0.098417549,0
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Rurimicrobium;Rurimicrobium sp.,Bacteroidota,Rurimicrobium sp.,0.004860415,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Sediminibacterium;Sediminibacterium goheungense,Bacteroidota,Sediminibacterium goheungense,0.004252863,0,0.010359742,0
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Sediminibacterium;Sediminibacterium roseum,Bacteroidota,Sediminibacterium roseum,0.017011452,0,0,0.035975537
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Sediminibacterium;Sediminibacterium sp.,Bacteroidota,Sediminibacterium sp.,0.083234606,0.056376848,0,0.113922533
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Segetibacter;Segetibacter koreensis,Bacteroidota,Segetibacter koreensis,0.043743735,0.031320471,0,0.023983691
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Segetibacter;Segetibacter sp.,Bacteroidota,Segetibacter sp.,0.489079255,0.225507392,0,0.113922533
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Taibaiella;Taibaiella sp.,Bacteroidota,Taibaiella sp.,0.030377593,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Taibaiella;Taibaiella yonginensis,Bacteroidota,Taibaiella yonginensis,0.002430207,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Terrimonas;Terrimonas crocea,Bacteroidota,Terrimonas crocea,0.01944166,0,0.012949678,0
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Terrimonas;Terrimonas lutea,Bacteroidota,Terrimonas lutea,0.001822656,0.062640942,0.012949678,0
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Terrimonas;Terrimonas sp.,Bacteroidota,Terrimonas sp.,0.290409794,0.037584565,0.789930331,0.383739057
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;Phaeodactylibacter;Phaeodactylibacter sp.,Bacteroidota,Phaeodactylibacter sp.,0.003037759,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;Algoriphagus;Algoriphagus sp.,Bacteroidota,Algoriphagus sp.,0.014581245,0,0.028489291,0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;Algoriphagus;Algoriphagus terrigena,Bacteroidota,Algoriphagus terrigena,0.014581245,0,0.010359742,0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;Fulvivirga;Fulvivirga sp.,Bacteroidota,Fulvivirga sp.,0.001822656,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;Imperialibacter;Imperialibacter sp.,Bacteroidota,Imperialibacter sp.,0.012151037,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;Tunicatimonas;Tunicatimonas sp.,Bacteroidota,Tunicatimonas sp.,0.003645311,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cytophagaceae;Cytophaga;Cytophaga hutchinsonii,Bacteroidota,Cytophaga hutchinsonii,0.003037759,0,0,0.017987768
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cytophagaceae;Cytophaga;Cytophaga sp.,Bacteroidota,Cytophaga sp.,0.015796349,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cytophagaceae;Rhodocytophaga;Rhodocytophaga aerolata,Bacteroidota,Rhodocytophaga aerolata,0.092347884,0.175394638,0,0.035975537
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cytophagaceae;Rhodocytophaga;Rhodocytophaga sp.,Bacteroidota,Rhodocytophaga sp.,0.047389046,0.075169131,0,0.029979614
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cytophagaceae;Sporocytophaga;Sporocytophaga sp.,Bacteroidota,Sporocytophaga sp.,0.189556183,0.037584565,0.025899355,0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;Adhaeribacter;Adhaeribacter aerolatus,Bacteroidota,Adhaeribacter aerolatus,0,0.106489602,0,0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;Adhaeribacter;Adhaeribacter aerophilus,Bacteroidota,Adhaeribacter aerophilus,0.00972083,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;Adhaeribacter;Adhaeribacter sp.,Bacteroidota,Adhaeribacter sp.,0.994562411,0.927085943,0,0.461686053
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;Adhaeribacter;Adhaeribacter terrae,Bacteroidota,Adhaeribacter terrae,0.072906224,0.050112754,0,0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;Adhaeribacter;Adhaeribacter terreus,Bacteroidota,Adhaeribacter terreus,0.004252863,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;Hymenobacter;Hymenobacter sp.,Bacteroidota,Hymenobacter sp.,0.003037759,0.018792283,0,0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;Nibribacter;Nibribacter koreensis,Bacteroidota,Nibribacter koreensis,0.003037759,0.025056377,0,0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;Pontibacter;Pontibacter jeungdoensis,Bacteroidota,Pontibacter jeungdoensis,0.20474498,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;Pontibacter;Pontibacter populi,Bacteroidota,Pontibacter populi,0.021871867,0.031320471,0,0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;Pontibacter;Pontibacter ruber,Bacteroidota,Pontibacter ruber,0.003645311,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;Pontibacter;Pontibacter soli,Bacteroidota,Pontibacter soli,0.080804399,0.018792283,0,0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;Pontibacter;Pontibacter sp.,Bacteroidota,Pontibacter sp.,3.130107233,0.156602355,0,0.017987768
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;Rufibacter;Rufibacter immobilis,Bacteroidota,Rufibacter immobilis,0.004860415,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;Rufibacter;Rufibacter sp.,Bacteroidota,Rufibacter sp.,0.0164039,0,0,0.017987768
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Microscillaceae;Chryseolinea;Chryseolinea serpens,Bacteroidota,Chryseolinea serpens,0,0.11901779,0.018129549,0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Microscillaceae;Chryseolinea;Chryseolinea sp.,Bacteroidota,Chryseolinea sp.,0.22418664,0.313204711,0.054388646,0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Microscillaceae;Hassallia;Hassallia sp.,Bacteroidota,Hassallia sp.,0.209605395,0.144074167,0.318562068,0.191869529
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Microscillaceae;Ohtaekwangia;Chryseolinea flava,Bacteroidota,Chryseolinea flava,0.003645311,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Microscillaceae;Ohtaekwangia;Ohtaekwangia koreensis,Bacteroidota,Ohtaekwangia koreensis,0.010328382,0.018792283,0.05179871,0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Microscillaceae;Ohtaekwangia;Ohtaekwangia kribbensis,Bacteroidota,Ohtaekwangia kribbensis,0,0,0.056978581,0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Microscillaceae;Ohtaekwangia;Ohtaekwangia sp.,Bacteroidota,Ohtaekwangia sp.,0.22418664,0.313204711,0.246043874,0.737498501
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;Dyadobacter;Dyadobacter alkalitolerans,Bacteroidota,Dyadobacter alkalitolerans,0,0,0,0.023983691
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;Dyadobacter;Dyadobacter fermentans,Bacteroidota,Dyadobacter fermentans,0.037060664,0,0.015539613,0.017987768
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;Dyadobacter;Dyadobacter hamtensis,Bacteroidota,Dyadobacter hamtensis,0.007290622,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;Dyadobacter;Dyadobacter psychrophilus,Bacteroidota,Dyadobacter psychrophilus,0.003037759,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;Dyadobacter;Dyadobacter sediminis,Bacteroidota,Dyadobacter sediminis,0.010935934,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;Dyadobacter;Dyadobacter soli,Bacteroidota,Dyadobacter soli,0.010935934,0,0.015539613,0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;Dyadobacter;Dyadobacter sp.,Bacteroidota,Dyadobacter sp.,0.071691121,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;Emticicia;Emticicia ginsengisoli,Bacteroidota,Emticicia ginsengisoli,0.004252863,0,0.018129549,0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;Emticicia;Emticicia soli,Bacteroidota,Emticicia soli,0.004860415,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;Larkinella;Larkinella sp.,Bacteroidota,Larkinella sp.,0.080804399,0,0.010359742,0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;Rhabdobacter;Rhabdobacter sp.,Bacteroidota,Rhabdobacter sp.,0.002430207,0.031320471,0,0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;Rhabdobacter;Telluribacter humicola,Bacteroidota,Telluribacter humicola,0.080196847,0.018792283,0,0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;Spirosoma;Spirosoma sp.,Bacteroidota,Spirosoma sp.,0.008505726,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Fluviicola;Fluviicola riflensis,Bacteroidota,Fluviicola riflensis,0.001822656,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Fluviicola;Fluviicola sp.,Bacteroidota,Fluviicola sp.,0.010328382,0,0.010359742,0
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Arenibacter;Arenibacter sp.,Bacteroidota,Arenibacter sp.,0.001822656,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium aquidurense,Bacteroidota,Flavobacterium aquidurense,0.004860415,0.018792283,0,0
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium arsenitoxidans,Bacteroidota,Flavobacterium arsenitoxidans,0.004860415,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium chilense,Bacteroidota,Flavobacterium chilense,0.006075519,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium commune,Bacteroidota,Flavobacterium commune,0.002430207,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium daejeonense,Bacteroidota,Flavobacterium daejeonense,0.001822656,0,0.012949678,0
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium effusum,Bacteroidota,Flavobacterium effusum,0.006075519,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium flevense,Bacteroidota,Flavobacterium flevense,0.013366141,0,0,0.017987768
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium glaciei,Bacteroidota,Flavobacterium glaciei,0,0,0,0.017987768
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium hauense,Bacteroidota,Flavobacterium hauense,0.034630457,0,0,0
